transaction_id,date_vente,categorie_produit_1,categorie_produit_2,produit,quantite_vendue,trans_amount_weight,region,pays,code_pays,devise
192594,2012-06-20,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,27.0,459.0,Northern America,united states,USA,EUR
196480,2012-06-20,agriculture,forestry,tree harvester head  (attachment),2.0,14.0,Northern America,canada,CAN,EUR
192346,2012-06-21,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,22.0,154.0,Northern America,united states,USA,EUR
192347,2012-06-21,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,2.0,14.0,Northern America,united states,USA,EUR
192370,2012-06-21,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,12.0,84.0,Northern America,united states,USA,EUR
192390,2012-06-21,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,22.0,154.0,Northern America,united states,USA,EUR
192423,2012-06-21,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,10.0,60.0,Northern America,united states,USA,EUR
192455,2012-06-21,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,12.0,48.0,Northern America,united states,USA,EUR
192491,2012-06-21,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
192497,2012-06-21,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,20.0,Northern America,united states,USA,EUR
192498,2012-06-21,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,2.0,10.0,Northern America,united states,USA,EUR
192499,2012-06-21,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,10.0,50.0,Northern America,united states,USA,EUR
192740,2012-06-21,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,6.0,60.0,Northern America,united states,USA,EUR
192762,2012-06-21,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,13.0,130.0,Northern America,united states,USA,EUR
193325,2012-06-21,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,5.0,50.0,Northern America,united states,USA,EUR
193353,2012-06-21,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,6.0,60.0,Northern America,united states,USA,EUR
194450,2012-06-21,agriculture,"wine, fruit, vegetable & cane equipment","vegetable harvester (trailed)     (potato, sugar beet, …)",1.0,4.0,Northern America,united states,USA,EUR
195237,2012-06-21,agriculture,forestry,undefined,1.0,1.0,Northern America,united states,USA,EUR
195343,2012-06-21,agriculture,"wine, fruit, vegetable & cane equipment","vegetable harvester (self propelled)  (potato, sugar beet, …)",1.0,1.0,Northern America,united states,USA,EUR
195344,2012-06-21,agriculture,forestry,undefined,1.0,1.0,Northern America,united states,USA,EUR
192336,2012-06-22,agriculture,"cereals, cotton, & feed/forage harvesting",forage harvester (self propelled),12.0,168.0,Northern America,united states,USA,EUR
192348,2012-06-22,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,16.0,80.0,Northern America,united states,USA,EUR
192349,2012-06-22,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,48.0,Northern America,united states,USA,EUR
192350,2012-06-22,agriculture,"wine, fruit, vegetable & cane equipment",undefined,1.0,8.0,Northern America,united states,USA,EUR
192369,2012-06-22,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,16.0,80.0,Northern America,united states,USA,EUR
192394,2012-06-22,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,40.0,Northern America,united states,USA,EUR
192415,2012-06-22,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,40.0,Northern America,united states,USA,EUR
192416,2012-06-22,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,32.0,Northern America,united states,USA,EUR
192633,2012-06-22,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,21.0,357.0,Northern America,united states,USA,EUR
192634,2012-06-22,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,24.0,408.0,Northern America,united states,USA,EUR
192727,2012-06-22,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,9.0,81.0,Northern America,united states,USA,EUR
192743,2012-06-22,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,24.0,288.0,Northern America,united states,USA,EUR
192761,2012-06-22,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,24.0,264.0,Northern America,united states,USA,EUR
192770,2012-06-22,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,18.0,162.0,Northern America,united states,USA,EUR
192802,2012-06-22,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,6.0,66.0,Northern America,united states,USA,EUR
192869,2012-06-22,agriculture,soil & crop treatment,sprayer (self propelled),2.0,4.0,Northern America,united states,USA,EUR
192878,2012-06-22,agriculture,soil & crop treatment,sprayer (self propelled),2.0,4.0,Northern America,united states,USA,EUR
193397,2012-06-22,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,6.0,54.0,Northern America,united states,USA,EUR
193398,2012-06-22,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,3.0,27.0,Northern America,united states,USA,EUR
193425,2012-06-22,agriculture,"wine, fruit, vegetable & cane equipment",undefined,5.0,5.0,Northern America,united states,USA,EUR
193434,2012-06-22,agriculture,"wine, fruit, vegetable & cane equipment",undefined,4.0,8.0,Northern America,united states,USA,EUR
193446,2012-06-22,agriculture,"wine, fruit, vegetable & cane equipment",undefined,5.0,5.0,Northern America,united states,USA,EUR
193647,2012-06-22,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,1.0,4.0,Northern America,united states,USA,EUR
193741,2012-06-22,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,1.0,4.0,Northern America,united states,USA,EUR
194024,2012-06-22,agriculture,forestry,undefined,2.0,12.0,Northern America,canada,CAN,EUR
191863,2012-06-25,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,10.0,60.0,Northern America,united states,USA,EUR
191884,2012-06-25,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,10.0,60.0,Northern America,united states,USA,EUR
191969,2012-06-25,agriculture,"wine, fruit, vegetable & cane equipment",undefined,2.0,4.0,Northern America,united states,USA,EUR
192209,2012-06-25,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,16.0,Northern America,united states,USA,EUR
192211,2012-06-25,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,20.0,Northern America,united states,USA,EUR
192235,2012-06-25,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,2.0,10.0,Northern America,united states,USA,EUR
192245,2012-06-25,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,6.0,36.0,Northern America,united states,USA,EUR
192246,2012-06-25,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,1.0,6.0,Northern America,united states,USA,EUR
192279,2012-06-25,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,1.0,6.0,Northern America,united states,USA,EUR
192314,2012-06-25,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,6.0,30.0,Northern America,united states,USA,EUR
192366,2012-06-25,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,6.0,66.0,Northern America,united states,USA,EUR
192737,2012-06-25,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,6.0,66.0,Northern America,united states,USA,EUR
191818,2012-06-26,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,28.0,Northern America,united states,USA,EUR
191881,2012-06-26,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,12.0,84.0,Northern America,united states,USA,EUR
191882,2012-06-26,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,28.0,Northern America,united states,USA,EUR
191883,2012-06-26,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,9.0,63.0,Northern America,united states,USA,EUR
191885,2012-06-26,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,3.0,21.0,Northern America,united states,USA,EUR
192127,2012-06-26,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
192136,2012-06-26,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,20.0,Northern America,united states,USA,EUR
192155,2012-06-26,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,5.0,25.0,Northern America,united states,USA,EUR
192157,2012-06-26,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,9.0,36.0,Northern America,united states,USA,EUR
192158,2012-06-26,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,3.0,12.0,Northern America,united states,USA,EUR
192178,2012-06-26,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,7.0,35.0,Northern America,united states,USA,EUR
192367,2012-06-26,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,6.0,66.0,Northern America,united states,USA,EUR
192739,2012-06-26,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,5.0,50.0,Northern America,united states,USA,EUR
195267,2012-06-26,agriculture,"wine, fruit, vegetable & cane equipment","vegetable harvester (trailed)     (potato, sugar beet, …)",1.0,1.0,Northern America,united states,USA,EUR
191921,2012-06-27,agriculture,soil & crop treatment,sprayer (self propelled),2.0,4.0,Northern America,united states,USA,EUR
191922,2012-06-27,agriculture,soil & crop treatment,sprayer (self propelled),2.0,4.0,Northern America,united states,USA,EUR
191940,2012-06-27,agriculture,soil & crop treatment,sprayer (self propelled),2.0,4.0,Northern America,united states,USA,EUR
191941,2012-06-27,agriculture,soil & crop treatment,sprayer (self propelled),2.0,4.0,Northern America,united states,USA,EUR
191942,2012-06-27,agriculture,soil & crop treatment,sprayer (self propelled),2.0,4.0,Northern America,united states,USA,EUR
191964,2012-06-27,agriculture,soil & crop treatment,sprayer (self propelled),2.0,4.0,Northern America,united states,USA,EUR
191966,2012-06-27,agriculture,soil & crop treatment,sprayer (self propelled),2.0,4.0,Northern America,united states,USA,EUR
191967,2012-06-27,agriculture,soil & crop treatment,sprayer (self propelled),2.0,4.0,Northern America,united states,USA,EUR
191968,2012-06-27,agriculture,soil & crop treatment,sprayer (self propelled),2.0,4.0,Northern America,united states,USA,EUR
191983,2012-06-27,agriculture,soil & crop treatment,sprayer (self propelled),2.0,4.0,Northern America,united states,USA,EUR
191984,2012-06-27,agriculture,soil & crop treatment,sprayer (self propelled),2.0,4.0,Northern America,united states,USA,EUR
191985,2012-06-27,agriculture,soil & crop treatment,sprayer (self propelled),2.0,4.0,Northern America,united states,USA,EUR
192005,2012-06-27,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,5.0,30.0,Northern America,united states,USA,EUR
192022,2012-06-27,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,40.0,Northern America,united states,USA,EUR
192031,2012-06-27,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,7.0,42.0,Northern America,united states,USA,EUR
192045,2012-06-27,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,32.0,Northern America,united states,USA,EUR
192046,2012-06-27,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,40.0,Northern America,united states,USA,EUR
192047,2012-06-27,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,20.0,Northern America,united states,USA,EUR
191815,2012-06-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,1.0,6.0,Northern America,united states,USA,EUR
191816,2012-06-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,24.0,Northern America,united states,USA,EUR
191817,2012-06-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,6.0,42.0,Northern America,united states,USA,EUR
191822,2012-06-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,3.0,15.0,Northern America,united states,USA,EUR
191832,2012-06-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,20.0,Northern America,united states,USA,EUR
191833,2012-06-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,1.0,5.0,Northern America,united states,USA,EUR
191841,2012-06-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,18.0,126.0,Northern America,united states,USA,EUR
191864,2012-06-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,18.0,126.0,Northern America,united states,USA,EUR
191886,2012-06-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,6.0,42.0,Northern America,united states,USA,EUR
191891,2012-06-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,16.0,Northern America,united states,USA,EUR
191919,2012-06-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,16.0,Northern America,united states,USA,EUR
191920,2012-06-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,20.0,Northern America,united states,USA,EUR
191974,2012-06-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,27.0,459.0,Northern America,united states,USA,EUR
192352,2012-06-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,9.0,81.0,Northern America,united states,USA,EUR
192374,2012-06-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,12.0,108.0,Northern America,united states,USA,EUR
192376,2012-06-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,3.0,27.0,Northern America,united states,USA,EUR
192728,2012-06-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,16.0,144.0,Northern America,united states,USA,EUR
192779,2012-06-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,16.0,144.0,Northern America,united states,USA,EUR
193311,2012-06-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,1.0,9.0,Northern America,united states,USA,EUR
193312,2012-06-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,36.0,Northern America,united states,USA,EUR
195690,2012-06-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,1.0,5.0,Northern America,united states,USA,EUR
320727,2012-06-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,1.0,6.0,Northern America,united states,USA,EUR
320728,2012-06-28,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,1.0,6.0,Northern America,united states,USA,EUR
190498,2012-06-29,agriculture,forestry,"other forestry  equipment (knuckleboom loaders , edger, debarker, forestry winch",2.0,6.0,Northern America,united states,USA,EUR
191299,2012-06-29,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,28.0,Northern America,united states,USA,EUR
191332,2012-06-29,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,5.0,30.0,Northern America,united states,USA,EUR
191338,2012-06-29,agriculture,forestry,tree harvester head  (attachment),2.0,16.0,Northern America,united states,USA,EUR
191342,2012-06-29,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,56.0,Northern America,united states,USA,EUR
191343,2012-06-29,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,11.0,77.0,Northern America,united states,USA,EUR
191402,2012-06-29,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,12.0,84.0,Northern America,united states,USA,EUR
191742,2012-06-29,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,16.0,Northern America,united states,USA,EUR
191764,2012-06-29,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,10.0,40.0,Northern America,united states,USA,EUR
191765,2012-06-29,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,17.0,85.0,Northern America,united states,USA,EUR
191778,2012-06-29,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,3.0,18.0,Northern America,united states,USA,EUR
191782,2012-06-29,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,6.0,24.0,Northern America,united states,USA,EUR
191794,2012-06-29,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,3.0,15.0,Northern America,united states,USA,EUR
191795,2012-06-29,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,1.0,5.0,Northern America,united states,USA,EUR
191796,2012-06-29,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,3.0,15.0,Northern America,united states,USA,EUR
191799,2012-06-29,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,1.0,6.0,Northern America,united states,USA,EUR
191825,2012-06-29,agriculture,"wine, fruit, vegetable & cane equipment",undefined,2.0,26.0,Northern America,united states,USA,EUR
191851,2012-06-29,agriculture,"wine, fruit, vegetable & cane equipment",undefined,2.0,22.0,Northern America,united states,USA,EUR
191887,2012-06-29,agriculture,"wine, fruit, vegetable & cane equipment",undefined,1.0,3.0,Northern America,united states,USA,EUR
191894,2012-06-29,agriculture,"wine, fruit, vegetable & cane equipment",undefined,1.0,3.0,Northern America,united states,USA,EUR
191899,2012-06-29,agriculture,"wine, fruit, vegetable & cane equipment",undefined,2.0,26.0,Northern America,united states,USA,EUR
191903,2012-06-29,agriculture,"wine, fruit, vegetable & cane equipment",undefined,1.0,11.0,Northern America,united states,USA,EUR
192351,2012-06-29,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,1.0,9.0,Northern America,united states,USA,EUR
192375,2012-06-29,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,3.0,27.0,Northern America,united states,USA,EUR
192392,2012-06-29,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,3.0,27.0,Northern America,united states,USA,EUR
192393,2012-06-29,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,1.0,9.0,Northern America,united states,USA,EUR
192407,2012-06-29,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,2.0,20.0,Northern America,united states,USA,EUR
192408,2012-06-29,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,6.0,60.0,Northern America,united states,USA,EUR
192726,2012-06-29,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,2.0,18.0,Northern America,united states,USA,EUR
192771,2012-06-29,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,11.0,99.0,Northern America,united states,USA,EUR
191539,2012-07-03,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,6.0,30.0,Northern America,united states,USA,EUR
191592,2012-07-03,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,6.0,24.0,Northern America,united states,USA,EUR
191614,2012-07-03,agriculture,"wine, fruit, vegetable & cane equipment",undefined,1.0,7.0,Northern America,united states,USA,EUR
191620,2012-07-03,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,3.0,15.0,Northern America,united states,USA,EUR
191621,2012-07-03,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,5.0,25.0,Northern America,united states,USA,EUR
191643,2012-07-03,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,16.0,Northern America,united states,USA,EUR
191659,2012-07-03,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,2.0,12.0,Northern America,united states,USA,EUR
191660,2012-07-03,agriculture,"wine, fruit, vegetable & cane equipment",undefined,1.0,7.0,Northern America,united states,USA,EUR
191664,2012-07-03,agriculture,"wine, fruit, vegetable & cane equipment",undefined,1.0,4.0,Northern America,united states,USA,EUR
191680,2012-07-03,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,6.0,36.0,Northern America,united states,USA,EUR
191686,2012-07-03,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,40.0,Northern America,united states,USA,EUR
191687,2012-07-03,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,4.0,20.0,Northern America,united states,USA,EUR
191689,2012-07-03,agriculture,"wine, fruit, vegetable & cane equipment",undefined,1.0,4.0,Northern America,united states,USA,EUR
191691,2012-07-03,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,32.0,Northern America,united states,USA,EUR
191933,2012-07-03,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,1.0,17.0,Northern America,united states,USA,EUR
191934,2012-07-03,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,1.0,17.0,Northern America,united states,USA,EUR
191952,2012-07-03,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,52.0,884.0,Northern America,united states,USA,EUR
191323,2012-07-05,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,40.0,Northern America,united states,USA,EUR
191326,2012-07-05,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,48.0,Northern America,united states,USA,EUR
191333,2012-07-05,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,6.0,42.0,Northern America,united states,USA,EUR
191335,2012-07-05,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,6.0,42.0,Northern America,united states,USA,EUR
191363,2012-07-05,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,2.0,8.0,Northern America,united states,USA,EUR
191365,2012-07-05,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,2.0,10.0,Northern America,united states,USA,EUR
191538,2012-07-05,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,1.0,5.0,Northern America,united states,USA,EUR
191548,2012-07-05,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,12.0,72.0,Northern America,united states,USA,EUR
191557,2012-07-05,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,11.0,55.0,Northern America,united states,USA,EUR
191827,2012-07-05,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,15.0,165.0,Northern America,united states,USA,EUR
191906,2012-07-05,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,7.0,77.0,Northern America,united states,USA,EUR
192593,2012-07-05,agriculture,forestry,tree harvester head  (attachment),2.0,16.0,Northern America,united states,USA,EUR
191292,2012-07-06,agriculture,soil & crop treatment,sprayer (self propelled),1.0,2.0,Northern America,united states,USA,EUR
191294,2012-07-06,agriculture,soil & crop treatment,sprayer (self propelled),2.0,4.0,Northern America,united states,USA,EUR
191295,2012-07-06,agriculture,soil & crop treatment,sprayer (self propelled),2.0,4.0,Northern America,united states,USA,EUR
191300,2012-07-06,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,6.0,42.0,Northern America,united states,USA,EUR
191301,2012-07-06,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,56.0,Northern America,united states,USA,EUR
191302,2012-07-06,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,2.0,14.0,Northern America,united states,USA,EUR
191303,2012-07-06,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,8.0,72.0,Northern America,united states,USA,EUR
191304,2012-07-06,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,6.0,54.0,Northern America,united states,USA,EUR
191310,2012-07-06,agriculture,"cereals, cotton, & feed/forage harvesting",forage harvester (self propelled),16.0,224.0,Northern America,united states,USA,EUR
191316,2012-07-06,agriculture,soil & crop treatment,sprayer (self propelled),2.0,4.0,Northern America,united states,USA,EUR
191318,2012-07-06,agriculture,soil & crop treatment,sprayer (self propelled),1.0,3.0,Northern America,united states,USA,EUR
191319,2012-07-06,agriculture,soil & crop treatment,sprayer (self propelled),1.0,2.0,Northern America,united states,USA,EUR
191320,2012-07-06,agriculture,soil & crop treatment,sprayer (self propelled),2.0,4.0,Northern America,united states,USA,EUR
191321,2012-07-06,agriculture,soil & crop treatment,sprayer (self propelled),1.0,2.0,Northern America,united states,USA,EUR
191322,2012-07-06,agriculture,soil & crop treatment,sprayer (self propelled),1.0,2.0,Northern America,united states,USA,EUR
191324,2012-07-06,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,3.0,15.0,Northern America,united states,USA,EUR
191334,2012-07-06,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,3.0,21.0,Northern America,united states,USA,EUR
191344,2012-07-06,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,9.0,63.0,Northern America,united states,USA,EUR
191347,2012-07-06,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,10.0,90.0,Northern America,united states,USA,EUR
191348,2012-07-06,agriculture,"cereals, cotton, & feed/forage harvesting",combine harvester (cereals) & cotton picker,6.0,54.0,Northern America,united states,USA,EUR
191349,2012-07-06,agriculture,soil & crop treatment,sprayer (self propelled),2.0,4.0,Northern America,united states,USA,EUR
191350,2012-07-06,agriculture,soil & crop treatment,sprayer (self propelled),1.0,2.0,Northern America,united states,USA,EUR
191351,2012-07-06,agriculture,soil & crop treatment,sprayer (self propelled),1.0,3.0,Northern America,united states,USA,EUR
191352,2012-07-06,agriculture,soil & crop treatment,sprayer (self propelled),1.0,3.0,Northern America,united states,USA,EUR
191353,2012-07-06,agriculture,soil & crop treatment,sprayer (self propelled),1.0,3.0,Northern America,united states,USA,EUR
191354,2012-07-06,agriculture,soil & crop treatment,sprayer (self propelled),1.0,3.0,Northern America,united states,USA,EUR
